Person_ID,Gender,Age,Age_Group,Education,Occupation,Monthly_Income,Place
JMD00415,Male,25,Young,Uneducated,Employee,21085,Jamaldi
JMD00416,Male,6,Children,Educated,Student,0,Jamaldi
JMD00417,Female,4,Children,Uneducated,Student,0,Jamaldi
JMD00418,Female,9,Children,Educated,Student,0,Jamaldi
JMD00419,Male,55,Old,Educated,Farmer,29184,Jamaldi
JMD00420,Male,29,Mid-aged,Educated,Employee,38032,Jamaldi
JMD00421,Female,16,Young,Uneducated,Employee,20679,Jamaldi
JMD00422,Male,27,Mid-aged,Uneducated,Farmer,17481,Jamaldi
JMD00423,Male,8,Children,Educated,Student,0,Jamaldi
JMD00424,Female,39,Mid-aged,Educated,Businessman,16647,Jamaldi
JMD00425,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00426,Female,33,Mid-aged,Educated,Businessman,23432,Jamaldi
JMD00427,Female,57,Old,Educated,Businessman,18662,Jamaldi
JMD00428,Male,18,Young,Educated,Employee,19607,Jamaldi
JMD00429,Female,51,Old,Uneducated,Farmer,10027,Jamaldi
JMD00430,Female,31,Mid-aged,Educated,Farmer,14145,Jamaldi
JMD00431,Female,23,Young,Educated,Employee,19829,Jamaldi
JMD00432,Female,16,Young,Uneducated,Student,1016,Jamaldi
JMD00433,Female,40,Mid-aged,Uneducated,Farmer,39909,Jamaldi
JMD00434,Female,34,Mid-aged,Uneducated,Businessman,22140,Jamaldi
JMD00435,Male,21,Young,Educated,Student,10565,Jamaldi
JMD00436,Male,57,Old,Uneducated,Businessman,10260,Jamaldi
JMD00437,Female,36,Mid-aged,Uneducated,Farmer,16783,Jamaldi
JMD00438,Female,9,Children,Educated,Student,0,Jamaldi
JMD00439,Female,3,Children,Educated,Student,0,Jamaldi
JMD00440,Female,27,Mid-aged,Uneducated,Employee,30454,Jamaldi
JMD00441,Female,15,Young,Educated,Employee,16750,Jamaldi
JMD00442,Female,40,Mid-aged,Uneducated,Businessman,28518,Jamaldi
JMD00443,Female,34,Mid-aged,Uneducated,Farmer,16151,Jamaldi
JMD00444,Male,36,Mid-aged,Educated,Employee,26562,Jamaldi
JMD00445,Male,39,Mid-aged,Uneducated,Farmer,17497,Jamaldi
JMD00446,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00447,Male,6,Children,Uneducated,Student,0,Jamaldi
JMD00448,Female,22,Young,Uneducated,Student,1376,Jamaldi
JMD00449,Female,7,Children,Uneducated,Student,0,Jamaldi
JMD00450,Male,4,Children,Educated,Student,0,Jamaldi
JMD00451,Female,20,Young,Uneducated,Student,1993,Jamaldi
JMD00452,Female,39,Mid-aged,Educated,Employee,36289,Jamaldi
JMD00453,Female,56,Old,Educated,Farmer,11963,Jamaldi
JMD00454,Male,61,Old,Uneducated,Farmer,23174,Jamaldi
JMD00455,Female,4,Children,Uneducated,Student,0,Jamaldi
JMD00456,Male,22,Young,Educated,Employee,19872,Jamaldi
JMD00457,Female,15,Young,Educated,Employee,21559,Jamaldi
JMD00458,Male,33,Mid-aged,Educated,Farmer,26598,Jamaldi
JMD00459,Female,40,Mid-aged,Uneducated,Businessman,17209,Jamaldi
JMD00460,Female,44,Old,Educated,Farmer,20594,Jamaldi
JMD00461,Male,32,Mid-aged,Educated,Farmer,28887,Jamaldi
JMD00462,Male,9,Children,Uneducated,Student,0,Jamaldi
JMD00463,Female,1,Children,Educated,Student,0,Jamaldi
JMD00464,Female,37,Mid-aged,Educated,Farmer,23242,Jamaldi
JMD00465,Male,2,Children,Uneducated,Student,0,Jamaldi
JMD00466,Female,39,Mid-aged,Educated,Businessman,35652,Jamaldi
JMD00467,Female,18,Young,Educated,Student,14802,Jamaldi
JMD00468,Female,60,Old,Educated,Farmer,29941,Jamaldi
JMD00469,Female,25,Young,Educated,Student,14947,Jamaldi
JMD00470,Male,30,Mid-aged,Uneducated,Businessman,28183,Jamaldi
JMD00471,Female,0,Children,Educated,Student,0,Jamaldi
JMD00472,Female,31,Mid-aged,Uneducated,Farmer,17143,Jamaldi
JMD00473,Male,43,Old,Educated,Businessman,13106,Jamaldi
JMD00474,Female,11,Children,Educated,Student,0,Jamaldi
JMD00475,Male,24,Young,Uneducated,Student,12851,Jamaldi
JMD00476,Male,4,Children,Educated,Student,0,Jamaldi
JMD00477,Female,38,Mid-aged,Educated,Businessman,10153,Jamaldi
JMD00478,Female,47,Old,Uneducated,Businessman,17723,Jamaldi
JMD00479,Male,25,Young,Educated,Employee,18670,Jamaldi
JMD00480,Female,23,Young,Educated,Employee,21209,Jamaldi
JMD00481,Male,2,Children,Uneducated,Student,0,Jamaldi
JMD00482,Female,31,Mid-aged,Educated,Farmer,34075,Jamaldi
JMD00483,Male,29,Mid-aged,Educated,Farmer,17854,Jamaldi
JMD00484,Female,5,Children,Educated,Student,0,Jamaldi
JMD00485,Male,42,Old,Educated,Farmer,17603,Jamaldi
JMD00486,Female,16,Young,Uneducated,Student,5630,Jamaldi
JMD00487,Female,35,Mid-aged,Educated,Farmer,29024,Jamaldi
JMD00488,Male,2,Children,Uneducated,Student,0,Jamaldi
JMD00489,Male,41,Old,Uneducated,Businessman,12061,Jamaldi
JMD00490,Female,35,Mid-aged,Uneducated,Employee,23168,Jamaldi
JMD00491,Male,35,Mid-aged,Educated,Employee,39011,Jamaldi
JMD00492,Male,40,Mid-aged,Educated,Employee,36687,Jamaldi
JMD00493,Male,13,Young,Educated,Student,1280,Jamaldi
JMD00494,Male,21,Young,Educated,Student,4039,Jamaldi
JMD00495,Female,4,Children,Uneducated,Student,0,Jamaldi
JMD00496,Female,17,Young,Educated,Student,11366,Jamaldi
JMD00497,Male,51,Old,Educated,Farmer,20072,Jamaldi
JMD00498,Male,18,Young,Educated,Student,1700,Jamaldi
JMD00499,Female,4,Children,Educated,Student,0,Jamaldi
JMD00500,Male,21,Young,Uneducated,Employee,20819,Jamaldi
JMD00501,Male,30,Mid-aged,Uneducated,Employee,37198,Jamaldi
JMD00502,Female,32,Mid-aged,Educated,Employee,22116,Jamaldi
JMD00503,Female,33,Mid-aged,Educated,Businessman,15932,Jamaldi
JMD00504,Male,65,Old,Uneducated,Businessman,28981,Jamaldi
JMD00505,Male,23,Young,Uneducated,Employee,17647,Jamaldi
JMD00506,Female,51,Old,Educated,Farmer,13115,Jamaldi
JMD00507,Male,54,Old,Educated,Businessman,15054,Jamaldi
JMD00508,Male,54,Old,Educated,Businessman,12717,Jamaldi
JMD00509,Female,51,Old,Uneducated,Farmer,13135,Jamaldi
JMD00510,Male,14,Young,Educated,Student,14417,Jamaldi
JMD00511,Male,54,Old,Educated,Businessman,28650,Jamaldi
JMD00512,Female,14,Young,Educated,Student,7564,Jamaldi
JMD00513,Male,13,Young,Uneducated,Student,7463,Jamaldi
JMD00514,Female,51,Old,Educated,Farmer,21769,Jamaldi
JMD00515,Male,28,Mid-aged,Educated,Farmer,10232,Jamaldi
JMD00516,Female,13,Young,Educated,Employee,17869,Jamaldi
JMD00517,Male,35,Mid-aged,Educated,Farmer,16321,Jamaldi
JMD00518,Female,26,Mid-aged,Educated,Farmer,39637,Jamaldi
JMD00519,Male,2,Children,Uneducated,Student,0,Jamaldi
JMD00520,Female,64,Old,Educated,Farmer,14356,Jamaldi
JMD00521,Male,55,Old,Educated,Farmer,22807,Jamaldi
JMD00522,Male,52,Old,Uneducated,Businessman,27353,Jamaldi
JMD00523,Female,0,Children,Educated,Student,0,Jamaldi
JMD00524,Female,16,Young,Uneducated,Student,13913,Jamaldi
JMD00525,Male,14,Young,Uneducated,Employee,17081,Jamaldi
JMD00526,Female,1,Children,Uneducated,Student,0,Jamaldi
JMD00527,Male,21,Young,Uneducated,Employee,15894,Jamaldi
JMD00528,Female,51,Old,Educated,Farmer,23928,Jamaldi
JMD00529,Male,27,Mid-aged,Educated,Businessman,15866,Jamaldi
JMD00530,Male,2,Children,Educated,Student,0,Jamaldi
JMD00531,Female,9,Children,Educated,Student,0,Jamaldi
JMD00532,Female,58,Old,Educated,Farmer,11890,Jamaldi
JMD00533,Male,3,Children,Educated,Student,0,Jamaldi
JMD00534,Male,23,Young,Uneducated,Student,10261,Jamaldi
JMD00535,Female,33,Mid-aged,Educated,Businessman,36996,Jamaldi
JMD00536,Female,60,Old,Educated,Farmer,13982,Jamaldi
JMD00537,Male,37,Mid-aged,Educated,Businessman,11780,Jamaldi
JMD00538,Female,3,Children,Educated,Student,0,Jamaldi
JMD00539,Male,0,Children,Educated,Student,0,Jamaldi
JMD00540,Female,8,Children,Uneducated,Student,0,Jamaldi
JMD00541,Female,28,Mid-aged,Uneducated,Employee,39908,Jamaldi
JMD00542,Female,35,Mid-aged,Educated,Employee,29157,Jamaldi
JMD00543,Male,30,Mid-aged,Educated,Businessman,39474,Jamaldi
JMD00544,Female,5,Children,Educated,Student,0,Jamaldi
JMD00545,Male,17,Young,Uneducated,Student,5087,Jamaldi
JMD00546,Male,25,Young,Uneducated,Employee,20076,Jamaldi
JMD00547,Male,29,Mid-aged,Educated,Employee,38570,Jamaldi
JMD00548,Male,12,Children,Uneducated,Student,0,Jamaldi
JMD00549,Female,2,Children,Educated,Student,0,Jamaldi
JMD00550,Male,44,Old,Uneducated,Farmer,22627,Jamaldi
JMD00551,Male,18,Young,Educated,Employee,17006,Jamaldi
JMD00552,Female,10,Children,Educated,Student,0,Jamaldi
JMD00553,Female,65,Old,Educated,Farmer,15522,Jamaldi
JMD00554,Female,12,Children,Educated,Student,0,Jamaldi
JMD00555,Female,14,Young,Uneducated,Student,2388,Jamaldi
JMD00556,Male,53,Old,Educated,Farmer,18981,Jamaldi
JMD00557,Female,34,Mid-aged,Educated,Businessman,23939,Jamaldi
JMD00558,Female,27,Mid-aged,Uneducated,Farmer,27065,Jamaldi
JMD00559,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00560,Male,5,Children,Educated,Student,0,Jamaldi
JMD00561,Female,27,Mid-aged,Uneducated,Businessman,37866,Jamaldi
JMD00562,Male,51,Old,Educated,Businessman,22437,Jamaldi
JMD00563,Male,40,Mid-aged,Uneducated,Businessman,30018,Jamaldi
JMD00564,Male,14,Young,Educated,Student,14014,Jamaldi
JMD00565,Female,29,Mid-aged,Uneducated,Employee,13357,Jamaldi
JMD00566,Female,39,Mid-aged,Educated,Farmer,28831,Jamaldi
JMD00567,Female,11,Children,Educated,Student,0,Jamaldi
JMD00568,Female,13,Young,Educated,Employee,15046,Jamaldi
JMD00569,Female,1,Children,Educated,Student,0,Jamaldi
JMD00570,Male,21,Young,Educated,Employee,15993,Jamaldi
JMD00571,Male,18,Young,Educated,Employee,20088,Jamaldi
JMD00572,Female,14,Young,Educated,Employee,19417,Jamaldi
JMD00573,Male,8,Children,Educated,Student,0,Jamaldi
JMD00574,Female,4,Children,Educated,Student,0,Jamaldi
JMD00575,Female,29,Mid-aged,Uneducated,Farmer,20347,Jamaldi
JMD00576,Female,2,Children,Educated,Student,0,Jamaldi
JMD00577,Male,0,Children,Uneducated,Student,0,Jamaldi
JMD00578,Female,35,Mid-aged,Uneducated,Businessman,29009,Jamaldi
JMD00579,Male,15,Young,Uneducated,Employee,18191,Jamaldi
JMD00580,Female,25,Young,Educated,Student,15586,Jamaldi
JMD00581,Male,18,Young,Uneducated,Student,1592,Jamaldi
JMD00582,Male,60,Old,Uneducated,Businessman,15563,Jamaldi
JMD00583,Male,29,Mid-aged,Educated,Farmer,26774,Jamaldi
JMD00584,Male,58,Old,Educated,Businessman,24545,Jamaldi
JMD00585,Female,41,Old,Educated,Farmer,21430,Jamaldi
JMD00586,Male,2,Children,Educated,Student,0,Jamaldi
JMD00587,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00588,Female,28,Mid-aged,Uneducated,Farmer,38298,Jamaldi
JMD00589,Female,54,Old,Educated,Businessman,27879,Jamaldi
JMD00590,Male,39,Mid-aged,Educated,Farmer,32482,Jamaldi
JMD00591,Male,13,Young,Educated,Student,11362,Jamaldi
JMD00592,Female,44,Old,Uneducated,Businessman,11710,Jamaldi
JMD00593,Female,5,Children,Educated,Student,0,Jamaldi
JMD00594,Male,4,Children,Educated,Student,0,Jamaldi
JMD00595,Male,25,Young,Uneducated,Student,3394,Jamaldi
JMD00596,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00597,Female,6,Children,Uneducated,Student,0,Jamaldi
JMD00598,Male,28,Mid-aged,Uneducated,Employee,28569,Jamaldi
JMD00599,Female,40,Mid-aged,Educated,Employee,19160,Jamaldi
JMD00600,Male,52,Old,Educated,Farmer,24932,Jamaldi
JMD00601,Female,10,Children,Educated,Student,0,Jamaldi
JMD00602,Female,15,Young,Educated,Student,5421,Jamaldi
JMD00603,Female,39,Mid-aged,Uneducated,Employee,34906,Jamaldi
JMD00604,Male,7,Children,Educated,Student,0,Jamaldi
JMD00605,Male,22,Young,Uneducated,Employee,15043,Jamaldi
JMD00606,Female,13,Young,Educated,Student,12324,Jamaldi
JMD00607,Male,22,Young,Educated,Student,8951,Jamaldi
JMD00608,Male,34,Mid-aged,Educated,Farmer,18345,Jamaldi
JMD00609,Female,24,Young,Uneducated,Employee,21084,Jamaldi
JMD00610,Male,63,Old,Uneducated,Businessman,17061,Jamaldi
JMD00611,Male,18,Young,Uneducated,Employee,19810,Jamaldi
JMD00612,Female,21,Young,Uneducated,Student,16621,Jamaldi
JMD00613,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00614,Female,23,Young,Educated,Student,13455,Jamaldi
JMD00615,Female,25,Young,Educated,Employee,17468,Jamaldi
JMD00616,Female,13,Young,Educated,Student,12334,Jamaldi
JMD00617,Male,57,Old,Uneducated,Farmer,20733,Jamaldi
JMD00618,Male,29,Mid-aged,Educated,Businessman,39567,Jamaldi
JMD00619,Male,30,Mid-aged,Uneducated,Farmer,16849,Jamaldi
JMD00620,Male,42,Old,Educated,Businessman,13471,Jamaldi
JMD00621,Male,16,Young,Educated,Student,11871,Jamaldi
JMD00622,Female,33,Mid-aged,Educated,Employee,35949,Jamaldi
JMD00623,Male,6,Children,Educated,Student,0,Jamaldi
JMD00624,Male,11,Children,Educated,Student,0,Jamaldi
JMD00625,Male,20,Young,Educated,Employee,15494,Jamaldi
JMD00626,Female,13,Young,Uneducated,Student,9261,Jamaldi
JMD00627,Female,65,Old,Educated,Farmer,27618,Jamaldi
JMD00628,Female,62,Old,Educated,Businessman,10280,Jamaldi
JMD00629,Male,6,Children,Educated,Student,0,Jamaldi
JMD00630,Male,24,Young,Educated,Employee,16835,Jamaldi
JMD00631,Male,24,Young,Educated,Employee,15327,Jamaldi
JMD00632,Female,47,Old,Educated,Farmer,10280,Jamaldi
JMD00633,Female,53,Old,Educated,Farmer,18721,Jamaldi
JMD00634,Female,48,Old,Educated,Businessman,29100,Jamaldi
JMD00635,Male,41,Old,Uneducated,Farmer,28100,Jamaldi
JMD00636,Female,46,Old,Uneducated,Farmer,14429,Jamaldi
JMD00637,Male,52,Old,Educated,Farmer,14580,Jamaldi
JMD00638,Female,6,Children,Educated,Student,0,Jamaldi
JMD00639,Female,55,Old,Uneducated,Businessman,17624,Jamaldi
JMD00640,Male,0,Children,Educated,Student,0,Jamaldi
JMD00641,Female,24,Young,Uneducated,Employee,15672,Jamaldi
JMD00642,Male,31,Mid-aged,Uneducated,Farmer,16214,Jamaldi
JMD00643,Female,14,Young,Educated,Employee,16786,Jamaldi
JMD00644,Female,27,Mid-aged,Educated,Businessman,24440,Jamaldi
JMD00645,Male,16,Young,Educated,Student,5424,Jamaldi
JMD00646,Male,16,Young,Uneducated,Student,8287,Jamaldi
JMD00647,Female,38,Mid-aged,Uneducated,Businessman,21995,Jamaldi
JMD00648,Male,16,Young,Uneducated,Employee,16357,Jamaldi
JMD00649,Male,44,Old,Uneducated,Farmer,24619,Jamaldi
JMD00650,Male,18,Young,Educated,Student,13381,Jamaldi
JMD00651,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00652,Male,12,Children,Educated,Student,0,Jamaldi
JMD00653,Female,39,Mid-aged,Educated,Employee,24509,Jamaldi
JMD00654,Female,20,Young,Educated,Student,1584,Jamaldi
JMD00655,Male,24,Young,Educated,Student,7192,Jamaldi
JMD00656,Male,28,Mid-aged,Educated,Businessman,39291,Jamaldi
JMD00657,Female,58,Old,Educated,Farmer,20517,Jamaldi
JMD00658,Male,7,Children,Uneducated,Student,0,Jamaldi
JMD00659,Female,54,Old,Uneducated,Businessman,17426,Jamaldi
JMD00660,Male,2,Children,Educated,Student,0,Jamaldi
JMD00661,Male,31,Mid-aged,Uneducated,Businessman,18887,Jamaldi
JMD00662,Male,55,Old,Educated,Farmer,18286,Jamaldi
JMD00663,Male,20,Young,Educated,Employee,17109,Jamaldi
JMD00664,Female,21,Young,Educated,Student,15038,Jamaldi
JMD00665,Female,6,Children,Educated,Student,0,Jamaldi
JMD00666,Female,39,Mid-aged,Educated,Farmer,30839,Jamaldi
JMD00667,Male,54,Old,Uneducated,Businessman,11855,Jamaldi
JMD00668,Male,9,Children,Uneducated,Student,0,Jamaldi
JMD00669,Male,20,Young,Educated,Student,9225,Jamaldi
JMD00670,Male,60,Old,Educated,Businessman,13459,Jamaldi
JMD00671,Male,4,Children,Educated,Student,0,Jamaldi
JMD00672,Female,21,Young,Uneducated,Student,2973,Jamaldi
JMD00673,Female,18,Young,Uneducated,Employee,18283,Jamaldi
JMD00674,Male,56,Old,Educated,Businessman,27875,Jamaldi
JMD00675,Female,0,Children,Educated,Student,0,Jamaldi
JMD00676,Female,24,Young,Educated,Employee,16055,Jamaldi
JMD00677,Male,47,Old,Educated,Businessman,21247,Jamaldi
JMD00678,Female,15,Young,Educated,Employee,21118,Jamaldi
JMD00679,Male,13,Young,Uneducated,Student,4149,Jamaldi
JMD00680,Male,11,Children,Educated,Student,0,Jamaldi
JMD00681,Female,36,Mid-aged,Uneducated,Businessman,31698,Jamaldi
JMD00682,Female,48,Old,Uneducated,Farmer,29966,Jamaldi
JMD00683,Male,24,Young,Educated,Employee,20766,Jamaldi
JMD00684,Female,25,Young,Uneducated,Employee,18368,Jamaldi
JMD00685,Female,38,Mid-aged,Uneducated,Farmer,35760,Jamaldi
JMD00686,Male,33,Mid-aged,Uneducated,Farmer,14812,Jamaldi
JMD00687,Male,56,Old,Uneducated,Businessman,12490,Jamaldi
JMD00688,Female,16,Young,Uneducated,Student,10815,Jamaldi
JMD00689,Male,35,Mid-aged,Uneducated,Businessman,15228,Jamaldi
JMD00690,Male,29,Mid-aged,Educated,Businessman,10736,Jamaldi
JMD00691,Male,42,Old,Uneducated,Farmer,21166,Jamaldi
JMD00692,Male,50,Old,Uneducated,Farmer,15107,Jamaldi
JMD00693,Female,31,Mid-aged,Uneducated,Employee,32555,Jamaldi
JMD00694,Female,11,Children,Uneducated,Student,0,Jamaldi
JMD00695,Female,47,Old,Uneducated,Businessman,21127,Jamaldi
JMD00696,Female,1,Children,Uneducated,Student,0,Jamaldi
JMD00697,Male,4,Children,Educated,Student,0,Jamaldi
JMD00698,Male,42,Old,Uneducated,Farmer,13176,Jamaldi
JMD00699,Female,64,Old,Educated,Businessman,12050,Jamaldi
JMD00700,Male,7,Children,Educated,Student,0,Jamaldi
JMD00701,Female,18,Young,Educated,Student,10742,Jamaldi
JMD00702,Female,20,Young,Educated,Student,11196,Jamaldi
JMD00703,Female,16,Young,Educated,Student,14195,Jamaldi
JMD00704,Male,5,Children,Educated,Student,0,Jamaldi
JMD00705,Male,16,Young,Uneducated,Student,1925,Jamaldi
JMD00706,Male,32,Mid-aged,Uneducated,Employee,28355,Jamaldi
JMD00707,Female,3,Children,Uneducated,Student,0,Jamaldi
JMD00708,Male,7,Children,Uneducated,Student,0,Jamaldi
JMD00709,Female,21,Young,Uneducated,Student,8891,Jamaldi
JMD00710,Female,8,Children,Uneducated,Student,0,Jamaldi
JMD00711,Female,41,Old,Educated,Farmer,28118,Jamaldi
JMD00712,Female,27,Mid-aged,Educated,Employee,34118,Jamaldi
JMD00713,Male,4,Children,Educated,Student,0,Jamaldi
JMD00714,Male,22,Young,Educated,Employee,17631,Jamaldi
JMD00715,Male,18,Young,Educated,Employee,20034,Jamaldi
JMD00716,Male,56,Old,Educated,Businessman,23415,Jamaldi
JMD00717,Female,14,Young,Educated,Employee,20978,Jamaldi
JMD00718,Male,20,Young,Uneducated,Student,13158,Jamaldi
JMD00719,Male,39,Mid-aged,Educated,Employee,28508,Jamaldi
JMD00720,Female,49,Old,Uneducated,Businessman,11908,Jamaldi
JMD00721,Male,2,Children,Educated,Student,0,Jamaldi
JMD00722,Female,49,Old,Educated,Farmer,11663,Jamaldi
JMD00723,Female,9,Children,Educated,Student,0,Jamaldi
JMD00724,Female,1,Children,Educated,Student,0,Jamaldi
JMD00725,Female,9,Children,Educated,Student,0,Jamaldi
JMD00726,Female,0,Children,Educated,Student,0,Jamaldi
JMD00727,Male,57,Old,Educated,Farmer,19534,Jamaldi
JMD00728,Female,17,Young,Educated,Employee,21013,Jamaldi
JMD00729,Female,28,Mid-aged,Educated,Businessman,24684,Jamaldi
JMD00730,Female,59,Old,Uneducated,Farmer,13677,Jamaldi
JMD00731,Female,30,Mid-aged,Uneducated,Farmer,11761,Jamaldi
JMD00732,Male,58,Old,Uneducated,Farmer,18118,Jamaldi
JMD00733,Male,58,Old,Educated,Businessman,28649,Jamaldi
JMD00734,Female,20,Young,Educated,Employee,19664,Jamaldi
JMD00735,Female,39,Mid-aged,Educated,Farmer,19133,Jamaldi
JMD00736,Male,17,Young,Uneducated,Employee,19687,Jamaldi
JMD00737,Female,6,Children,Educated,Student,0,Jamaldi
JMD00738,Male,15,Young,Uneducated,Student,13360,Jamaldi
JMD00739,Female,29,Mid-aged,Uneducated,Farmer,13581,Jamaldi
JMD00740,Female,47,Old,Educated,Businessman,13194,Jamaldi
JMD00741,Female,24,Young,Educated,Employee,21583,Jamaldi
JMD00742,Female,20,Young,Uneducated,Employee,16837,Jamaldi
JMD00743,Female,5,Children,Uneducated,Student,0,Jamaldi
JMD00744,Female,41,Old,Uneducated,Businessman,18896,Jamaldi
JMD00745,Female,2,Children,Uneducated,Student,0,Jamaldi
JMD00746,Female,9,Children,Uneducated,Student,0,Jamaldi
JMD00747,Female,40,Mid-aged,Educated,Farmer,15218,Jamaldi
JMD00748,Female,37,Mid-aged,Uneducated,Businessman,27953,Jamaldi
JMD00749,Female,8,Children,Uneducated,Student,0,Jamaldi
JMD00750,Male,5,Children,Educated,Student,0,Jamaldi
JMD00751,Female,10,Children,Educated,Student,0,Jamaldi
JMD00752,Male,3,Children,Educated,Student,0,Jamaldi
JMD00753,Male,30,Mid-aged,Educated,Farmer,37682,Jamaldi
JMD00754,Male,18,Young,Educated,Employee,22000,Jamaldi
JMD00755,Female,59,Old,Uneducated,Businessman,28424,Jamaldi
JMD00756,Female,8,Children,Uneducated,Student,0,Jamaldi
JMD00757,Female,6,Children,Uneducated,Student,0,Jamaldi
JMD00758,Male,59,Old,Uneducated,Businessman,28243,Jamaldi
JMD00759,Female,20,Young,Educated,Student,10603,Jamaldi
JMD00760,Female,33,Mid-aged,Educated,Businessman,36207,Jamaldi
JMD00761,Female,28,Mid-aged,Educated,Farmer,16846,Jamaldi
JMD00762,Female,14,Young,Educated,Student,13546,Jamaldi
JMD00763,Female,17,Young,Educated,Student,10671,Jamaldi
JMD00764,Male,40,Mid-aged,Educated,Employee,19756,Jamaldi
JMD00765,Male,48,Old,Educated,Farmer,24926,Jamaldi
JMD00766,Female,28,Mid-aged,Educated,Businessman,39048,Jamaldi
JMD00767,Male,24,Young,Uneducated,Employee,18836,Jamaldi
JMD00768,Female,58,Old,Uneducated,Farmer,22866,Jamaldi
JMD00769,Female,40,Mid-aged,Educated,Employee,21887,Jamaldi
JMD00770,Male,18,Young,Uneducated,Employee,16970,Jamaldi
JMD00771,Female,9,Children,Educated,Student,0,Jamaldi
JMD00772,Female,29,Mid-aged,Uneducated,Farmer,22829,Jamaldi
JMD00773,Male,31,Mid-aged,Educated,Businessman,27831,Jamaldi
JMD00774,Female,13,Young,Educated,Employee,17182,Jamaldi
JMD00775,Male,42,Old,Educated,Businessman,27180,Jamaldi
JMD00776,Male,37,Mid-aged,Educated,Businessman,24167,Jamaldi
JMD00777,Female,2,Children,Educated,Student,0,Jamaldi
JMD00778,Male,63,Old,Educated,Farmer,16869,Jamaldi
JMD00779,Female,25,Young,Uneducated,Student,16926,Jamaldi
JMD00780,Female,23,Young,Uneducated,Employee,19294,Jamaldi
JMD00781,Male,58,Old,Uneducated,Businessman,10919,Jamaldi
JMD00782,Male,64,Old,Educated,Businessman,28181,Jamaldi
JMD00783,Male,38,Mid-aged,Educated,Farmer,35789,Jamaldi
JMD00784,Female,38,Mid-aged,Educated,Employee,17646,Jamaldi
JMD00785,Male,32,Mid-aged,Educated,Businessman,39163,Jamaldi
JMD00786,Female,36,Mid-aged,Uneducated,Businessman,39966,Jamaldi
JMD00787,Female,6,Children,Educated,Student,0,Jamaldi
JMD00788,Female,30,Mid-aged,Uneducated,Employee,31955,Jamaldi
JMD00789,Female,46,Old,Educated,Farmer,12714,Jamaldi
JMD00790,Male,4,Children,Uneducated,Student,0,Jamaldi
JMD00791,Male,3,Children,Educated,Student,0,Jamaldi
JMD00792,Female,1,Children,Educated,Student,0,Jamaldi
JMD00793,Female,10,Children,Educated,Student,0,Jamaldi
JMD00794,Female,2,Children,Educated,Student,0,Jamaldi
JMD00795,Male,5,Children,Educated,Student,0,Jamaldi
JMD00796,Male,13,Young,Uneducated,Employee,15624,Jamaldi
JMD00797,Male,1,Children,Educated,Student,0,Jamaldi
JMD00798,Male,15,Young,Educated,Student,15969,Jamaldi
JMD00799,Male,58,Old,Educated,Farmer,16735,Jamaldi
JMD00800,Male,20,Young,Uneducated,Employee,17671,Jamaldi
JMD00801,Female,21,Young,Educated,Employee,16523,Jamaldi
JMD00802,Female,54,Old,Educated,Businessman,15346,Jamaldi
JMD00803,Female,22,Young,Educated,Employee,17758,Jamaldi
JMD00804,Male,27,Mid-aged,Educated,Businessman,29611,Jamaldi
JMD00805,Male,17,Young,Uneducated,Employee,15766,Jamaldi
JMD00806,Male,23,Young,Uneducated,Student,16337,Jamaldi
JMD00807,Female,24,Young,Uneducated,Employee,17394,Jamaldi
JMD00808,Male,17,Young,Educated,Student,9503,Jamaldi
JMD00809,Female,24,Young,Uneducated,Employee,15763,Jamaldi
JMD00810,Female,23,Young,Educated,Employee,16662,Jamaldi
JMD00811,Female,30,Mid-aged,Uneducated,Businessman,35679,Jamaldi
JMD00812,Male,28,Mid-aged,Educated,Businessman,36822,Jamaldi
JMD00813,Male,20,Young,Uneducated,Student,1143,Jamaldi
JMD00814,Male,4,Children,Educated,Student,0,Jamaldi
JMD00815,Female,40,Mid-aged,Uneducated,Businessman,18142,Jamaldi
JMD00816,Female,21,Young,Educated,Student,9394,Jamaldi
JMD00817,Male,18,Young,Uneducated,Employee,18255,Jamaldi
JMD00818,Female,16,Young,Educated,Employee,17834,Jamaldi
JMD00819,Male,10,Children,Educated,Student,0,Jamaldi
JMD00820,Male,23,Young,Educated,Employee,17254,Jamaldi
JMD00821,Female,39,Mid-aged,Educated,Employee,19542,Jamaldi
JMD00822,Female,58,Old,Educated,Farmer,14595,Jamaldi
JMD00823,Female,51,Old,Educated,Businessman,14473,Jamaldi
JMD00824,Male,59,Old,Educated,Farmer,26751,Jamaldi
JMD00825,Male,36,Mid-aged,Educated,Employee,25671,Jamaldi
JMD00826,Female,9,Children,Uneducated,Student,0,Jamaldi
JMD00827,Female,27,Mid-aged,Educated,Employee,19544,Jamaldi
JMD00828,Female,14,Young,Educated,Employee,17632,Jamaldi
JMD00829,Female,41,Old,Uneducated,Businessman,12611,Jamaldi
JMD00830,Female,5,Children,Uneducated,Student,0,Jamaldi
